siparis_id,toplam_tutar,saat,gun_no,hava_durumu,sicaklik_c,urun_sayisi,hafta_sonu,kisi_sayisi,yas_grubu
2414,2485.0,21,2,Güneşli,14.0,4,0,2,25-34
2415,1610.0,21,2,Soğuk/Karlı,21.0,4,0,2,25-34
2416,2175.0,21,2,Soğuk/Karlı,16.0,3,0,1,25-34
2417,1590.0,21,2,Soğuk/Karlı,15.0,2,0,1,25-34
2418,2850.0,21,2,Soğuk/Karlı,25.0,4,0,2,25-34
2419,1785.0,21,2,Bulutlu,11.0,4,0,2,25-34
2420,1360.0,21,2,Soğuk/Karlı,9.0,1,0,1,25-34
2421,3940.0,21,2,Bulutlu,8.0,5,0,2,25-34
2422,1360.0,21,2,Soğuk/Karlı,23.0,3,0,1,25-34
2423,2680.0,21,2,Soğuk/Karlı,15.0,4,0,2,25-34
2424,3080.0,21,2,Güneşli,26.0,5,0,2,25-34
2425,3095.0,21,2,Güneşli,14.0,4,0,2,25-34
2426,3360.0,21,2,Bulutlu,17.0,5,0,2,25-34
2427,2585.0,21,2,Bulutlu,26.0,3,0,1,25-34
2428,2250.0,21,2,Yağmurlu,21.0,4,0,2,25-34
2429,2765.0,21,2,Güneşli,13.0,4,0,2,25-34
2430,4250.0,21,2,Soğuk/Karlı,9.0,3,0,1,25-34
2431,1450.0,21,2,Soğuk/Karlı,19.0,3,0,1,25-34
2432,3220.0,21,2,Güneşli,23.0,2,0,1,25-34
2433,45.0,22,2,Soğuk/Karlı,21.0,1,0,1,25-34
2434,205.0,22,2,Bulutlu,10.0,2,0,1,25-34
2435,220.0,23,2,Güneşli,16.0,2,0,1,25-34
2436,115.0,0,3,Soğuk/Karlı,19.0,1,0,1,25-34
2437,265.0,0,3,Soğuk/Karlı,14.0,2,0,1,25-34
2438,335.0,0,3,Yağmurlu,22.0,2,0,1,25-34
2439,115.0,0,3,Bulutlu,13.0,1,0,1,25-34
2440,185.0,1,3,Güneşli,11.0,2,0,1,25-34
2441,370.0,1,3,Soğuk/Karlı,23.0,2,0,1,25-34
2442,495.0,8,3,Bulutlu,13.0,2,0,1,25-34
2443,1110.0,8,3,Soğuk/Karlı,25.0,2,0,1,25-34
2444,770.0,8,3,Soğuk/Karlı,12.0,2,0,1,25-34
2445,700.0,8,3,Yağmurlu,24.0,2,0,1,25-34
2446,495.0,8,3,Güneşli,9.0,2,0,1,25-34
2447,530.0,8,3,Yağmurlu,26.0,2,0,1,25-34
2448,1005.0,8,3,Yağmurlu,14.0,2,0,1,25-34
2449,1040.0,8,3,Yağmurlu,21.0,2,0,1,25-34
2450,700.0,8,3,Bulutlu,25.0,2,0,1,25-34
2451,665.0,9,3,Bulutlu,21.0,2,0,1,25-34
2452,700.0,9,3,Güneşli,26.0,2,0,1,25-34
2453,630.0,9,3,Soğuk/Karlı,23.0,2,0,1,25-34
2454,390.0,9,3,Yağmurlu,25.0,2,0,1,25-34
2455,630.0,9,3,Yağmurlu,24.0,2,0,1,25-34
2456,970.0,9,3,Bulutlu,11.0,2,0,1,25-34
2457,1075.0,9,3,Soğuk/Karlı,19.0,2,0,1,25-34
2458,700.0,10,3,Yağmurlu,22.0,2,0,1,25-34
2459,530.0,10,3,Soğuk/Karlı,11.0,2,0,1,25-34
2460,425.0,10,3,Güneşli,15.0,2,0,1,25-34
2461,1005.0,10,3,Güneşli,19.0,2,0,1,25-34
2462,1040.0,10,3,Soğuk/Karlı,13.0,2,0,1,25-34
2463,1075.0,10,3,Güneşli,22.0,2,0,1,25-34
2464,770.0,10,3,Yağmurlu,12.0,2,0,1,25-34
2465,425.0,10,3,Yağmurlu,25.0,2,0,1,25-34
2466,1110.0,10,3,Yağmurlu,13.0,2,0,1,25-34
2467,735.0,10,3,Yağmurlu,17.0,2,0,1,25-34
2468,1005.0,10,3,Güneşli,17.0,2,0,1,25-34
2469,1110.0,10,3,Bulutlu,16.0,2,0,1,25-34
2470,260.0,11,3,Güneşli,20.0,2,0,1,25-34
2471,220.0,11,3,Bulutlu,14.0,2,0,1,25-34
2472,60.0,11,3,Güneşli,21.0,1,0,1,25-34
2473,35.0,11,3,Soğuk/Karlı,14.0,1,0,1,25-34
2474,465.0,12,3,Soğuk/Karlı,15.0,2,0,1,25-34
2475,395.0,12,3,Güneşli,13.0,2,0,1,25-34
2476,325.0,12,3,Soğuk/Karlı,18.0,2,0,1,25-34
2477,535.0,12,3,Güneşli,17.0,3,0,1,25-34
2478,395.0,12,3,Bulutlu,21.0,2,0,1,25-34
2479,340.0,12,3,Güneşli,25.0,2,0,1,25-34
2480,535.0,12,3,Güneşli,25.0,3,0,1,25-34
2481,325.0,12,3,Soğuk/Karlı,16.0,2,0,1,25-34
2482,445.0,12,3,Bulutlu,20.0,2,0,1,25-34
2483,495.0,12,3,Soğuk/Karlı,15.0,3,0,1,25-34
2484,355.0,12,3,Yağmurlu,21.0,2,0,1,25-34
2485,375.0,12,3,Soğuk/Karlı,10.0,2,0,1,25-34
2486,445.0,12,3,Bulutlu,12.0,2,0,1,25-34
2487,455.0,12,3,Yağmurlu,12.0,3,0,1,25-34
2488,495.0,12,3,Soğuk/Karlı,11.0,3,0,1,25-34
2489,355.0,12,3,Bulutlu,15.0,2,0,1,25-34
2490,455.0,12,3,Yağmurlu,14.0,3,0,1,25-34
2491,585.0,12,3,Yağmurlu,15.0,3,0,1,25-34
2492,325.0,13,3,Güneşli,17.0,2,0,1,25-34
2493,535.0,13,3,Güneşli,26.0,3,0,1,25-34
2494,445.0,13,3,Yağmurlu,23.0,2,0,1,25-34
2495,395.0,13,3,Soğuk/Karlı,9.0,2,0,1,25-34
2496,465.0,13,3,Bulutlu,19.0,2,0,1,25-34
2497,445.0,13,3,Bulutlu,16.0,2,0,1,25-34
2498,585.0,13,3,Bulutlu,21.0,3,0,1,25-34
2499,325.0,13,3,Bulutlu,14.0,2,0,1,25-34
2500,465.0,13,3,Güneşli,12.0,2,0,1,25-34
2501,325.0,13,3,Güneşli,18.0,2,0,1,25-34
2502,585.0,13,3,Yağmurlu,17.0,3,0,1,25-34
2503,375.0,13,3,Bulutlu,11.0,2,0,1,25-34
2504,585.0,13,3,Soğuk/Karlı,20.0,3,0,1,25-34
2505,355.0,13,3,Soğuk/Karlı,25.0,2,0,1,25-34
2506,355.0,13,3,Bulutlu,8.0,2,0,1,25-34
2507,495.0,13,3,Güneşli,21.0,3,0,1,25-34
2508,325.0,13,3,Soğuk/Karlı,19.0,2,0,1,25-34
2509,115.0,14,3,Güneşli,17.0,1,0,1,25-34
2510,65.0,14,3,Soğuk/Karlı,21.0,1,0,1,25-34
2511,35.0,15,3,Güneşli,8.0,1,0,1,25-34
2512,310.0,15,3,Bulutlu,24.0,2,0,1,25-34
2513,75.0,15,3,Yağmurlu,20.0,1,0,1,25-34
2514,75.0,15,3,Güneşli,11.0,1,0,1,25-34
2515,75.0,16,3,Yağmurlu,18.0,1,0,1,25-34
2516,115.0,16,3,Bulutlu,8.0,1,0,1,25-34
2517,35.0,16,3,Güneşli,24.0,1,0,1,25-34
2518,45.0,16,3,Güneşli,20.0,1,0,1,25-34
2519,245.0,17,3,Güneşli,8.0,2,0,1,25-34
2520,245.0,18,3,Yağmurlu,14.0,2,0,1,25-34
2521,1810.0,19,3,Yağmurlu,11.0,4,0,2,25-34
2522,2940.0,19,3,Güneşli,25.0,3,0,1,25-34
2523,2840.0,19,3,Soğuk/Karlı,12.0,4,0,2,25-34
2524,2920.0,19,3,Soğuk/Karlı,16.0,4,0,2,25-34
2525,2485.0,19,3,Güneşli,25.0,4,0,2,25-34
2526,2260.0,19,3,Bulutlu,12.0,5,0,2,25-34
2527,3200.0,19,3,Soğuk/Karlı,9.0,4,0,2,25-34
2528,2415.0,19,3,Güneşli,22.0,4,0,2,25-34
2529,3335.0,19,3,Yağmurlu,11.0,4,0,2,25-34
2530,2835.0,19,3,Bulutlu,24.0,4,0,2,25-34
2531,4600.0,19,3,Bulutlu,21.0,5,0,2,25-34
2532,1755.0,19,3,Soğuk/Karlı,24.0,3,0,1,25-34
2533,2160.0,19,3,Bulutlu,14.0,3,0,1,25-34
2534,2080.0,19,3,Soğuk/Karlı,23.0,4,0,2,25-34
2535,1800.0,19,3,Soğuk/Karlı,11.0,4,0,2,25-34
2536,2800.0,19,3,Soğuk/Karlı,25.0,3,0,1,25-34
2537,2810.0,19,3,Güneşli,24.0,5,0,2,25-34
2538,1650.0,19,3,Bulutlu,25.0,4,0,2,25-34
2539,1630.0,19,3,Soğuk/Karlı,25.0,5,0,2,25-34
2540,2610.0,19,3,Bulutlu,23.0,4,0,2,25-34
2541,1335.0,19,3,Soğuk/Karlı,23.0,3,0,1,25-34
2542,2325.0,19,3,Bulutlu,26.0,4,0,2,25-34
2543,1850.0,19,3,Bulutlu,14.0,4,0,2,25-34
2544,1485.0,19,3,Yağmurlu,11.0,4,0,2,25-34
2545,4205.0,19,3,Yağmurlu,20.0,3,0,1,25-34
2546,2295.0,19,3,Bulutlu,23.0,4,0,2,25-34
2547,2320.0,19,3,Soğuk/Karlı,13.0,5,0,2,25-34
2548,3565.0,19,3,Güneşli,19.0,4,0,2,25-34
2549,4115.0,19,3,Bulutlu,17.0,3,0,1,25-34
2550,4100.0,20,3,Soğuk/Karlı,18.0,4,0,2,25-34
2551,2795.0,20,3,Güneşli,18.0,4,0,2,25-34
2552,3400.0,20,3,Bulutlu,13.0,4,0,2,25-34
2553,3785.0,20,3,Soğuk/Karlı,10.0,5,0,2,25-34
2554,1640.0,20,3,Soğuk/Karlı,19.0,3,0,1,25-34
2555,2345.0,20,3,Güneşli,12.0,3,0,1,25-34
2556,1440.0,20,3,Bulutlu,12.0,3,0,1,25-34
2557,3105.0,20,3,Soğuk/Karlı,11.0,4,0,2,25-34
2558,1680.0,20,3,Güneşli,15.0,5,0,2,25-34
2559,2760.0,20,3,Bulutlu,10.0,4,0,2,25-34
2560,1120.0,20,3,Bulutlu,25.0,2,0,1,25-34
2561,2675.0,20,3,Bulutlu,8.0,5,0,2,25-34
2562,3790.0,20,3,Soğuk/Karlı,10.0,4,0,2,25-34
2563,4240.0,20,3,Yağmurlu,19.0,3,0,1,25-34
2564,2840.0,20,3,Yağmurlu,9.0,3,0,1,25-34
2565,2815.0,20,3,Soğuk/Karlı,20.0,3,0,1,25-34
2566,3995.0,20,3,Soğuk/Karlı,22.0,4,0,2,25-34
2567,2655.0,20,3,Güneşli,26.0,5,0,2,25-34
2568,1860.0,20,3,Güneşli,8.0,4,0,2,25-34
2569,1235.0,20,3,Yağmurlu,12.0,4,0,2,25-34
2570,2700.0,20,3,Güneşli,21.0,4,0,2,25-34
2571,3290.0,20,3,Soğuk/Karlı,14.0,3,0,1,25-34
2572,2130.0,20,3,Soğuk/Karlı,20.0,4,0,2,25-34
2573,3820.0,20,3,Yağmurlu,18.0,4,0,2,25-34
2574,2075.0,20,3,Yağmurlu,9.0,4,0,2,25-34
2575,3325.0,20,3,Güneşli,25.0,3,0,1,25-34
2576,3400.0,21,3,Soğuk/Karlı,20.0,3,0,1,25-34
2577,3175.0,21,3,Yağmurlu,21.0,5,0,2,25-34
2578,2085.0,21,3,Yağmurlu,21.0,3,0,1,25-34
2579,3040.0,21,3,Yağmurlu,16.0,3,0,1,25-34
2580,1325.0,21,3,Yağmurlu,26.0,4,0,2,25-34
2581,1990.0,21,3,Soğuk/Karlı,24.0,5,0,2,25-34
2582,2995.0,21,3,Soğuk/Karlı,25.0,3,0,1,25-34
2583,1770.0,21,3,Soğuk/Karlı,20.0,3,0,1,25-34
2584,1240.0,21,3,Bulutlu,24.0,3,0,1,25-34
2585,1415.0,21,3,Bulutlu,21.0,3,0,1,25-34
2586,1900.0,21,3,Güneşli,18.0,4,0,2,25-34
2587,2560.0,21,3,Güneşli,21.0,3,0,1,25-34
2588,1665.0,21,3,Bulutlu,19.0,5,0,2,25-34
2589,2880.0,21,3,Soğuk/Karlı,25.0,5,0,2,25-34
2590,1650.0,21,3,Soğuk/Karlı,15.0,4,0,2,25-34
2591,2985.0,21,3,Güneşli,22.0,4,0,2,25-34
2592,2300.0,21,3,Soğuk/Karlı,16.0,4,0,2,25-34
2593,2080.0,21,3,Yağmurlu,8.0,4,0,2,25-34
2594,2670.0,21,3,Güneşli,19.0,4,0,2,25-34
2595,2060.0,21,3,Yağmurlu,12.0,5,0,2,25-34
2596,3265.0,21,3,Bulutlu,25.0,3,0,1,25-34
2597,3765.0,21,3,Yağmurlu,16.0,5,0,2,25-34
2598,1260.0,21,3,Güneşli,10.0,4,0,2,25-34
2599,3215.0,21,3,Yağmurlu,12.0,4,0,2,25-34
2600,2865.0,21,3,Soğuk/Karlı,25.0,3,0,1,25-34
2601,1500.0,21,3,Yağmurlu,15.0,4,0,2,25-34
2602,2940.0,21,3,Soğuk/Karlı,15.0,2,0,1,25-34
2603,1930.0,21,3,Yağmurlu,16.0,5,0,2,25-34
2604,3255.0,21,3,Güneşli,13.0,4,0,2,25-34
2605,1660.0,21,3,Soğuk/Karlı,13.0,4,0,2,25-34
2606,2415.0,21,3,Yağmurlu,12.0,2,0,1,25-34
2607,1980.0,21,3,Soğuk/Karlı,22.0,3,0,1,25-34
2608,115.0,22,3,Soğuk/Karlı,23.0,1,0,1,25-34
2609,210.0,22,3,Yağmurlu,10.0,2,0,1,25-34
2610,315.0,22,3,Bulutlu,18.0,2,0,1,25-34
2611,310.0,22,3,Yağmurlu,18.0,2,0,1,25-34
2612,245.0,23,3,Soğuk/Karlı,19.0,2,0,1,25-34
2613,355.0,23,3,Güneşli,23.0,2,0,1,25-34
2614,35.0,23,3,Yağmurlu,21.0,1,0,1,25-34
2615,35.0,0,4,Yağmurlu,17.0,1,0,1,25-34
2616,130.0,0,4,Yağmurlu,11.0,1,0,1,25-34
2617,165.0,1,4,Güneşli,10.0,2,0,1,25-34
2618,75.0,1,4,Güneşli,19.0,1,0,1,25-34
2619,700.0,8,4,Bulutlu,16.0,2,0,1,25-34
2620,460.0,8,4,Güneşli,18.0,2,0,1,25-34
2621,970.0,8,4,Soğuk/Karlı,15.0,2,0,1,25-34
2622,495.0,8,4,Soğuk/Karlı,19.0,2,0,1,25-34
2623,735.0,8,4,Soğuk/Karlı,19.0,2,0,1,25-34
2624,700.0,8,4,Soğuk/Karlı,18.0,2,0,1,25-34
2625,1075.0,8,4,Güneşli,24.0,2,0,1,25-34
2626,1110.0,8,4,Güneşli,14.0,2,0,1,25-34
2627,530.0,8,4,Yağmurlu,8.0,2,0,1,25-34
2628,970.0,8,4,Bulutlu,10.0,2,0,1,25-34
2629,665.0,8,4,Bulutlu,18.0,2,0,1,25-34
2630,495.0,9,4,Soğuk/Karlı,22.0,2,0,1,25-34
2631,665.0,9,4,Soğuk/Karlı,24.0,2,0,1,25-34
2632,1110.0,9,4,Soğuk/Karlı,18.0,2,0,1,25-34
2633,460.0,9,4,Soğuk/Karlı,25.0,2,0,1,25-34
2634,460.0,9,4,Yağmurlu,16.0,2,0,1,25-34
2635,665.0,10,4,Yağmurlu,23.0,2,0,1,25-34
2636,1110.0,10,4,Güneşli,15.0,2,0,1,25-34
2637,665.0,10,4,Yağmurlu,23.0,2,0,1,25-34
2638,1075.0,10,4,Bulutlu,21.0,2,0,1,25-34
2639,735.0,10,4,Yağmurlu,18.0,2,0,1,25-34
2640,630.0,10,4,Soğuk/Karlı,17.0,2,0,1,25-34
2641,770.0,10,4,Soğuk/Karlı,20.0,2,0,1,25-34
2642,665.0,10,4,Yağmurlu,19.0,2,0,1,25-34
2643,665.0,10,4,Soğuk/Karlı,25.0,2,0,1,25-34
2644,530.0,10,4,Yağmurlu,24.0,2,0,1,25-34
2645,260.0,11,4,Yağmurlu,20.0,2,0,1,25-34
2646,335.0,11,4,Yağmurlu,11.0,2,0,1,25-34
2647,455.0,12,4,Yağmurlu,19.0,3,0,1,25-34
2648,455.0,12,4,Bulutlu,23.0,3,0,1,25-34
2649,340.0,12,4,Yağmurlu,24.0,2,0,1,25-34
2650,585.0,12,4,Güneşli,8.0,3,0,1,25-34
2651,455.0,12,4,Soğuk/Karlı,13.0,3,0,1,25-34
2652,375.0,12,4,Bulutlu,9.0,2,0,1,25-34
2653,340.0,12,4,Soğuk/Karlı,8.0,2,0,1,25-34
2654,355.0,12,4,Soğuk/Karlı,9.0,2,0,1,25-34
2655,455.0,12,4,Güneşli,9.0,3,0,1,25-34
2656,355.0,12,4,Yağmurlu,26.0,2,0,1,25-34
2657,340.0,12,4,Soğuk/Karlı,21.0,2,0,1,25-34
2658,445.0,12,4,Soğuk/Karlı,12.0,2,0,1,25-34
2659,495.0,12,4,Güneşli,23.0,3,0,1,25-34
2660,340.0,12,4,Güneşli,11.0,2,0,1,25-34
2661,445.0,12,4,Güneşli,21.0,2,0,1,25-34
2662,585.0,12,4,Soğuk/Karlı,14.0,3,0,1,25-34
2663,395.0,12,4,Güneşli,19.0,2,0,1,25-34
2664,585.0,12,4,Yağmurlu,12.0,3,0,1,25-34
2665,325.0,12,4,Yağmurlu,16.0,2,0,1,25-34
2666,455.0,12,4,Bulutlu,9.0,3,0,1,25-34
2667,340.0,12,4,Yağmurlu,9.0,2,0,1,25-34
2668,535.0,12,4,Bulutlu,9.0,3,0,1,25-34
2669,585.0,12,4,Güneşli,11.0,3,0,1,25-34
2670,355.0,13,4,Yağmurlu,20.0,2,0,1,25-34
2671,455.0,13,4,Bulutlu,12.0,3,0,1,25-34
2672,495.0,13,4,Soğuk/Karlı,15.0,3,0,1,25-34
2673,445.0,13,4,Bulutlu,22.0,2,0,1,25-34
2674,445.0,13,4,Soğuk/Karlı,15.0,2,0,1,25-34
2675,495.0,13,4,Bulutlu,26.0,3,0,1,25-34
2676,455.0,13,4,Soğuk/Karlı,19.0,3,0,1,25-34
2677,495.0,13,4,Soğuk/Karlı,16.0,3,0,1,25-34
2678,325.0,13,4,Bulutlu,16.0,2,0,1,25-34
2679,340.0,13,4,Yağmurlu,8.0,2,0,1,25-34
2680,375.0,13,4,Bulutlu,11.0,2,0,1,25-34
2681,455.0,13,4,Bulutlu,20.0,3,0,1,25-34
2682,270.0,14,4,Güneşli,15.0,2,0,1,25-34
2683,205.0,14,4,Bulutlu,15.0,2,0,1,25-34
2684,115.0,14,4,Yağmurlu,11.0,1,0,1,25-34
2685,270.0,15,4,Yağmurlu,19.0,2,0,1,25-34
2686,210.0,16,4,Güneşli,20.0,2,0,1,25-34
2687,75.0,16,4,Bulutlu,8.0,1,0,1,25-34
2688,145.0,16,4,Güneşli,17.0,2,0,1,25-34
2689,65.0,17,4,Soğuk/Karlı,24.0,1,0,1,25-34
2690,305.0,17,4,Soğuk/Karlı,15.0,2,0,1,25-34
2691,75.0,17,4,Güneşli,12.0,1,0,1,25-34
2692,150.0,17,4,Soğuk/Karlı,16.0,2,0,1,25-34
2693,130.0,18,4,Bulutlu,21.0,1,0,1,25-34
2694,45.0,18,4,Yağmurlu,17.0,1,0,1,25-34
2695,1965.0,19,4,Bulutlu,16.0,4,0,2,25-34
2696,2790.0,19,4,Yağmurlu,22.0,4,0,2,25-34
2697,3500.0,19,4,Yağmurlu,19.0,5,0,2,25-34
2698,2855.0,19,4,Yağmurlu,26.0,4,0,2,25-34
2699,2860.0,19,4,Güneşli,13.0,3,0,1,25-34
2700,2590.0,19,4,Bulutlu,15.0,4,0,2,25-34
2701,1810.0,19,4,Güneşli,20.0,5,0,2,25-34
2702,2300.0,19,4,Yağmurlu,11.0,3,0,1,25-34
2703,3635.0,19,4,Güneşli,15.0,4,0,2,25-34
2704,2790.0,19,4,Yağmurlu,10.0,3,0,1,25-34
2705,2840.0,19,4,Güneşli,18.0,3,0,1,25-34
2706,1470.0,19,4,Soğuk/Karlı,23.0,3,0,1,25-34
2707,1330.0,19,4,Güneşli,10.0,3,0,1,25-34
2708,3530.0,19,4,Soğuk/Karlı,19.0,5,0,2,25-34
2709,2960.0,19,4,Yağmurlu,13.0,3,0,1,25-34
2710,1875.0,19,4,Soğuk/Karlı,8.0,2,0,1,25-34
2711,3200.0,19,4,Yağmurlu,20.0,4,0,2,25-34
2712,2020.0,19,4,Soğuk/Karlı,12.0,5,0,2,25-34
2713,2850.0,19,4,Bulutlu,16.0,4,0,2,25-34
2714,2915.0,19,4,Yağmurlu,12.0,4,0,2,25-34
2715,2180.0,19,4,Yağmurlu,8.0,3,0,1,25-34
2716,3120.0,19,4,Güneşli,9.0,4,0,2,25-34
2717,1660.0,19,4,Güneşli,16.0,4,0,2,25-34
2718,3170.0,19,4,Soğuk/Karlı,10.0,4,0,2,25-34
2719,1100.0,19,4,Soğuk/Karlı,11.0,4,0,2,25-34
2720,2890.0,19,4,Güneşli,14.0,2,0,1,25-34
2721,1650.0,19,4,Soğuk/Karlı,22.0,3,0,1,25-34
2722,4115.0,19,4,Bulutlu,13.0,3,0,1,25-34
2723,2295.0,19,4,Yağmurlu,8.0,5,0,2,25-34
2724,2180.0,19,4,Soğuk/Karlı,9.0,4,0,2,25-34
2725,2585.0,20,4,Yağmurlu,19.0,5,0,2,25-34
2726,3640.0,20,4,Soğuk/Karlı,26.0,4,0,2,25-34
2727,3320.0,20,4,Bulutlu,8.0,3,0,1,25-34
2728,2775.0,20,4,Bulutlu,13.0,5,0,2,25-34
2729,3640.0,20,4,Yağmurlu,25.0,3,0,1,25-34
2730,3840.0,20,4,Soğuk/Karlı,24.0,4,0,2,25-34
2731,2090.0,20,4,Güneşli,22.0,4,0,2,25-34
2732,3000.0,20,4,Güneşli,20.0,3,0,1,25-34
2733,2940.0,20,4,Yağmurlu,24.0,3,0,1,25-34
2734,4530.0,20,4,Soğuk/Karlı,21.0,4,0,2,25-34
2735,3080.0,20,4,Soğuk/Karlı,12.0,3,0,1,25-34
2736,2620.0,20,4,Soğuk/Karlı,20.0,4,0,2,25-34
2737,4170.0,20,4,Güneşli,24.0,5,0,2,25-34
2738,3890.0,20,4,Yağmurlu,18.0,3,0,1,25-34
2739,3300.0,20,4,Soğuk/Karlı,8.0,4,0,2,25-34
2740,1600.0,20,4,Yağmurlu,21.0,5,0,2,25-34
2741,2110.0,20,4,Bulutlu,16.0,4,0,2,25-34
2742,2700.0,20,4,Bulutlu,25.0,2,0,1,25-34
2743,1570.0,20,4,Güneşli,21.0,4,0,2,25-34
2744,1810.0,20,4,Güneşli,25.0,3,0,1,25-34
2745,3985.0,20,4,Güneşli,26.0,3,0,1,25-34
2746,3655.0,20,4,Bulutlu,20.0,5,0,2,25-34
2747,3350.0,20,4,Bulutlu,10.0,5,0,2,25-34
2748,1985.0,20,4,Yağmurlu,19.0,3,0,1,25-34
2749,1865.0,20,4,Soğuk/Karlı,9.0,5,0,2,25-34
2750,2170.0,21,4,Güneşli,22.0,4,0,2,25-34
2751,3040.0,21,4,Yağmurlu,10.0,4,0,2,25-34
2752,2550.0,21,4,Güneşli,26.0,4,0,2,25-34
2753,2860.0,21,4,Yağmurlu,19.0,2,0,1,25-34
2754,4215.0,21,4,Güneşli,8.0,4,0,2,25-34
2755,3460.0,21,4,Soğuk/Karlı,19.0,5,0,2,25-34
2756,2900.0,21,4,Güneşli,14.0,2,0,1,25-34
2757,1100.0,21,4,Yağmurlu,13.0,4,0,2,25-34
2758,1360.0,21,4,Güneşli,13.0,4,0,2,25-34
2759,2535.0,21,4,Soğuk/Karlı,19.0,4,0,2,25-34
2760,1815.0,21,4,Bulutlu,18.0,4,0,2,25-34
2761,2840.0,21,4,Güneşli,9.0,4,0,2,25-34
2762,2635.0,21,4,Bulutlu,17.0,5,0,2,25-34
2763,3160.0,21,4,Soğuk/Karlı,20.0,4,0,2,25-34
2764,2140.0,21,4,Bulutlu,19.0,4,0,2,25-34
2765,2000.0,21,4,Soğuk/Karlı,21.0,4,0,2,25-34
2766,2680.0,21,4,Yağmurlu,9.0,2,0,1,25-34
2767,3590.0,21,4,Soğuk/Karlı,20.0,4,0,2,25-34
2768,2645.0,21,4,Bulutlu,20.0,5,0,2,25-34
2769,1580.0,21,4,Güneşli,11.0,4,0,2,25-34
2770,3075.0,21,4,Yağmurlu,9.0,2,0,1,25-34
2771,2890.0,21,4,Yağmurlu,21.0,3,0,1,25-34
2772,3455.0,21,4,Bulutlu,14.0,5,0,2,25-34
2773,4005.0,21,4,Yağmurlu,11.0,3,0,1,25-34
2774,60.0,22,4,Soğuk/Karlı,9.0,1,0,1,25-34
2775,85.0,23,4,Yağmurlu,8.0,1,0,1,25-34
2776,75.0,23,4,Bulutlu,26.0,1,0,1,25-34
2777,270.0,23,4,Yağmurlu,19.0,2,0,1,25-34
2778,75.0,0,5,Bulutlu,26.0,1,0,1,25-34
2779,85.0,0,5,Bulutlu,23.0,1,0,1,25-34
2780,60.0,0,5,Yağmurlu,22.0,1,0,1,25-34
2781,315.0,0,5,Yağmurlu,21.0,2,0,1,25-34
2782,255.0,1,5,Soğuk/Karlı,22.0,2,0,1,25-34
2783,495.0,8,5,Güneşli,16.0,2,0,1,25-34
2784,1005.0,8,5,Yağmurlu,20.0,2,0,1,25-34
2785,530.0,8,5,Bulutlu,20.0,2,0,1,25-34
2786,770.0,8,5,Yağmurlu,26.0,2,0,1,25-34
2787,1075.0,8,5,Bulutlu,23.0,2,0,1,25-34
2788,1040.0,8,5,Yağmurlu,9.0,2,0,1,25-34
2789,700.0,8,5,Bulutlu,12.0,2,0,1,25-34
2790,530.0,8,5,Bulutlu,16.0,2,0,1,25-34
2791,1110.0,9,5,Soğuk/Karlı,24.0,2,0,1,25-34
2792,630.0,9,5,Soğuk/Karlı,12.0,2,0,1,25-34
2793,425.0,9,5,Soğuk/Karlı,19.0,2,0,1,25-34
2794,1005.0,9,5,Yağmurlu,8.0,2,0,1,25-34
2795,735.0,9,5,Bulutlu,9.0,2,0,1,25-34
2796,1075.0,9,5,Güneşli,14.0,2,0,1,25-34
2797,735.0,9,5,Yağmurlu,11.0,2,0,1,25-34
2798,1005.0,9,5,Yağmurlu,22.0,2,0,1,25-34
2799,1110.0,9,5,Yağmurlu,25.0,2,0,1,25-34
2800,460.0,9,5,Bulutlu,23.0,2,0,1,25-34
2801,1005.0,10,5,Güneşli,17.0,2,0,1,25-34
2802,700.0,10,5,Güneşli,11.0,2,0,1,25-34
2803,1110.0,10,5,Güneşli,10.0,2,0,1,25-34
2804,630.0,10,5,Soğuk/Karlı,18.0,2,0,1,25-34
2805,700.0,10,5,Yağmurlu,15.0,2,0,1,25-34
2806,1110.0,10,5,Yağmurlu,13.0,2,0,1,25-34
2807,735.0,10,5,Bulutlu,20.0,2,0,1,25-34
2808,155.0,11,5,Soğuk/Karlı,11.0,2,0,1,25-34
2809,305.0,11,5,Güneşli,26.0,2,0,1,25-34
2810,45.0,11,5,Güneşli,18.0,1,0,1,25-34
2811,225.0,11,5,Güneşli,8.0,2,0,1,25-34
2812,495.0,12,5,Güneşli,10.0,3,0,1,25-34
2813,535.0,12,5,Bulutlu,14.0,3,0,1,25-34
2814,465.0,12,5,Bulutlu,23.0,2,0,1,25-34
2815,395.0,12,5,Bulutlu,14.0,2,0,1,25-34
2816,465.0,12,5,Bulutlu,21.0,2,0,1,25-34
2817,355.0,12,5,Güneşli,24.0,2,0,1,25-34
2818,455.0,12,5,Yağmurlu,14.0,3,0,1,25-34
2819,585.0,12,5,Güneşli,21.0,3,0,1,25-34
2820,445.0,12,5,Bulutlu,20.0,2,0,1,25-34
2821,340.0,12,5,Yağmurlu,20.0,2,0,1,25-34
2822,395.0,12,5,Güneşli,21.0,2,0,1,25-34
2823,495.0,12,5,Soğuk/Karlı,13.0,3,0,1,25-34
2824,325.0,12,5,Güneşli,15.0,2,0,1,25-34
2825,325.0,12,5,Güneşli,10.0,2,0,1,25-34
2826,325.0,13,5,Yağmurlu,25.0,2,0,1,25-34
2827,340.0,13,5,Bulutlu,22.0,2,0,1,25-34
